query_id,dataset,db_id,question,original_sql_query,modified_sql_query,query_issue
2170,train_spider,formula_1,"What is the id, forname and surname of the driver who had the first position in terms of laptime at least twice?","SELECT T1.driverid ,  T1.forename ,  T1.surname FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid WHERE POSITION  =  '1' GROUP BY T1.driverid HAVING count(*)  >=  2","SELECT T1.driverid, T1.forename, T1.surname  FROM drivers AS T1  JOIN laptimes AS T2 ON T1.driverid = T2.driverid  WHERE ""POSITION"" = '1'  GROUP BY T1.driverid, T1.forename, T1.surname  HAVING count(*) >= 2;",
2171,train_spider,formula_1,"What is the id, first name, and last name of the driver who was in the first position for laptime at least twice?","SELECT T1.driverid ,  T1.forename ,  T1.surname FROM drivers AS T1 JOIN laptimes AS T2 ON T1.driverid = T2.driverid WHERE POSITION  =  '1' GROUP BY T1.driverid HAVING count(*)  >=  2","SELECT T1.driverid, T1.forename, T1.surname  FROM drivers AS T1  JOIN laptimes AS T2 ON T1.driverid = T2.driverid  WHERE ""POSITION"" = '1'  GROUP BY T1.driverid, T1.forename, T1.surname  HAVING count(*) >= 2;",
2172,train_spider,formula_1,How many drivers participated in the race Australian Grand Prix held in 2009?,SELECT count(*) FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid WHERE T2.name = 'Australian Grand Prix' AND YEAR = 2009,"SELECT count(*) FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid WHERE T2.name = 'Australian Grand Prix' AND ""YEAR"" = 2009;",
2173,train_spider,formula_1,How many drivers were in the Australian Grand Prix held in 2009?,SELECT count(*) FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid WHERE T2.name = 'Australian Grand Prix' AND YEAR = 2009,"SELECT count(*) FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid WHERE T2.name = 'Australian Grand Prix' AND ""YEAR"" = 2009;",
2174,train_spider,formula_1,How many drivers did not participate in the races held in 2009?,SELECT count(DISTINCT driverId) FROM results WHERE raceId NOT IN( SELECT raceId FROM races WHERE YEAR != 2009 ),"SELECT count(DISTINCT driverId) FROM results WHERE raceId NOT IN( SELECT raceId FROM races WHERE ""YEAR"" != 2009 );",
2175,train_spider,formula_1,How many drivers did not race in 2009?,SELECT count(DISTINCT driverId) FROM results WHERE raceId NOT IN( SELECT raceId FROM races WHERE YEAR != 2009 ),"SELECT count(DISTINCT driverId) FROM results WHERE raceId NOT IN( SELECT raceId FROM races WHERE ""YEAR"" != 2009 );",
2176,train_spider,formula_1,Give me a list of names and years of races that had any driver whose forename is Lewis?,"SELECT T2.name ,  T2.year FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T1.driverid = T3.driverid WHERE T3.forename = 'Lewis'","SELECT T2.name, T2.""year"" FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T1.driverid = T3.driverid WHERE T3.forename = 'Lewis';",
2177,train_spider,formula_1,What are the names and years of all races that had a driver with the last name Lewis?,"SELECT T2.name ,  T2.year FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T1.driverid = T3.driverid WHERE T3.forename = 'Lewis'","SELECT T2.name, T2.""year"" FROM results AS T1 JOIN races AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T1.driverid = T3.driverid WHERE T3.forename = 'Lewis';",
2178,train_spider,formula_1,Find the forename and surname of drivers whose nationality is German?,"SELECT forename ,  surname FROM drivers WHERE nationality = 'German'",,
2179,train_spider,formula_1,What is the first and last name of all the German drivers?,"SELECT forename ,  surname FROM drivers WHERE nationality = 'German'",,
2180,train_spider,formula_1,Find the id and forenames of drivers who participated both the races with name Australian Grand Prix and the races with name Chinese Grand Prix?,"SELECT T2.driverid ,  T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid  =  T3.driverid WHERE T1.name = 'Australian Grand Prix' INTERSECT SELECT T2.driverid ,  T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid  =  T3.driverid WHERE T1.name = 'Chinese Grand Prix'","SELECT T2.driverid, T3.forename  FROM races AS T1  JOIN results AS T2 ON T1.raceid = T2.raceid  JOIN drivers AS T3 ON T2.driverid = T3.driverid  WHERE T1.name IN ('Australian Grand Prix', 'Chinese Grand Prix') GROUP BY T2.driverid, T3.forename HAVING COUNT(DISTINCT T1.name) = 2;",
2181,train_spider,formula_1,What is the id and first name of all the drivers who participated in the Australian Grand Prix and the Chinese Grand Prix?,"SELECT T2.driverid ,  T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid  =  T3.driverid WHERE T1.name = 'Australian Grand Prix' INTERSECT SELECT T2.driverid ,  T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid  =  T3.driverid WHERE T1.name = 'Chinese Grand Prix'","SELECT DISTINCT Aus.driverid, Aus.forename FROM ( SELECT T2.driverid, T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid  =  T3.driverid WHERE T1.name = 'Australian Grand Prix' ) AS Aus JOIN ( SELECT T2.driverid, T3.forename FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid  =  T3.driverid WHERE T1.name = 'Chinese Grand Prix' ) AS Chi ON Aus.driverid = Chi.driverid AND Aus.forename = Chi.forename;",
2182,train_spider,formula_1,What are the forenames and surnames of drivers who participated in the races named Australian Grand Prix but not the races named Chinese Grand Prix?,"SELECT T3.forename ,  T3.surname FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = 'Australian Grand Prix' EXCEPT SELECT T3.forename ,  T3.surname FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = 'Chinese Grand Prix'","SELECT T3.forename, T3.surname   FROM races AS T1   JOIN results AS T2 ON T1.raceid = T2.raceid   JOIN drivers AS T3 ON T2.driverid = T3.driverid   WHERE T1.name = 'Chinese Grand Prix';",
2183,train_spider,formula_1,What are the first and last names of all drivers who participated in the Australian Grand Prix but not the Chinese Grand Prix?,"SELECT T3.forename ,  T3.surname FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = 'Australian Grand Prix' EXCEPT SELECT T3.forename ,  T3.surname FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid JOIN drivers AS T3 ON T2.driverid = T3.driverid WHERE T1.name = 'Chinese Grand Prix'","SELECT T3.forename, T3.surname   FROM races AS T1   JOIN results AS T2 ON T1.raceid = T2.raceid   JOIN drivers AS T3 ON T2.driverid = T3.driverid   WHERE T1.name = 'Chinese Grand Prix';",
2184,train_spider,formula_1,Find all the forenames of distinct drivers who was in position 1 as standing and won?,SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.position = 1 AND T2.wins = 1,"SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.""position"" = 1 AND T2.wins = 1;",
2185,train_spider,formula_1,What are all the different first names of the drivers who are in position as standing and won?,SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.position = 1 AND T2.wins = 1,"SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.""position"" = 1 AND T2.wins = 1;",
2186,train_spider,formula_1,Find all the forenames of distinct drivers who won in position 1 as driver standing and had more than 20 points?,SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.position = 1 AND T2.wins = 1 AND T2.points > 20,"SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.""position"" = 1 AND T2.wins = 1 AND T2.points > 20;",
2187,train_spider,formula_1,What are the first names of the different drivers who won in position 1 as driver standing and had more than 20 points?,SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.position = 1 AND T2.wins = 1 AND T2.points > 20,"SELECT DISTINCT T1.forename FROM drivers AS T1 JOIN driverstandings AS T2 ON T1.driverid = T2.driverid WHERE T2.""position"" = 1 AND T2.wins = 1 AND T2.points > 20;",
2188,train_spider,formula_1,What are the numbers of constructors for different nationalities?,"SELECT count(*) ,  nationality FROM constructors GROUP BY nationality",,
2189,train_spider,formula_1,"For each nationality, how many different constructors are there?","SELECT count(*) ,  nationality FROM constructors GROUP BY nationality",,
2190,train_spider,formula_1,What are the numbers of races for each constructor id?,"SELECT count(*) ,  constructorid FROM constructorStandings GROUP BY constructorid",,
2191,train_spider,formula_1,"For each constructor id, how many races are there?","SELECT count(*) ,  constructorid FROM constructorStandings GROUP BY constructorid",,
2192,train_spider,formula_1,What are the names of races that were held after 2017 and the circuits were in the country of Spain?,SELECT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = 'Spain' AND T1.year > 2017,"SELECT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = 'Spain' AND T1.""year"" > 2017;",
2193,train_spider,formula_1,What are the names of the races held after 2017 in Spain?,SELECT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = 'Spain' AND T1.year > 2017,"SELECT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = 'Spain' AND T1.""year"" > 2017;",
2194,train_spider,formula_1,What are the unique names of races that held after 2000 and the circuits were in Spain?,SELECT DISTINCT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = 'Spain' AND T1.year > 2000,"SELECT DISTINCT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = 'Spain' AND T1.""year"" > 2000;",
2195,train_spider,formula_1,What are the names of all races held after 2000 in Spain?,SELECT DISTINCT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = 'Spain' AND T1.year > 2000,"SELECT DISTINCT T1.name FROM races AS T1 JOIN circuits AS T2 ON T1.circuitid = T2.circuitid WHERE T2.country = 'Spain' AND T1.""year"" > 2000;",
2196,train_spider,formula_1,Find the distinct driver id and the stop number of all drivers that have a shorter pit stop duration than some drivers in the race with id 841.,"SELECT DISTINCT driverid ,  STOP FROM pitstops WHERE duration  <  (SELECT max(duration) FROM pitstops WHERE raceid  =  841)","SELECT DISTINCT driverId, stop FROM pitStops WHERE TRY_CAST(duration AS INT) < (SELECT MAX(TRY_CAST(duration AS INT)) FROM pitStops WHERE raceId = 841);",
2197,train_spider,formula_1,What is the id and stop number for each driver that has a shorter pit stop than the driver in the race with id 841?,"SELECT DISTINCT driverid ,  STOP FROM pitstops WHERE duration  <  (SELECT max(duration) FROM pitstops WHERE raceid  =  841)","SELECT DISTINCT driverId, stop FROM pitStops WHERE TRY_CAST(duration AS INT) < (SELECT MAX(TRY_CAST(duration AS INT)) FROM pitStops WHERE raceId = 841);",
2198,train_spider,formula_1,Find the distinct driver id of all drivers that have a longer stop duration than some drivers in the race whose id is 841?,"SELECT DISTINCT driverid ,  STOP FROM pitstops WHERE duration  >  (SELECT min(duration) FROM pitstops WHERE raceid  =  841)","SELECT DISTINCT driverId, stop FROM pitStops WHERE TRY_CAST(duration AS INT) < (SELECT MAX(TRY_CAST(duration AS INT)) FROM pitStops WHERE raceId = 841);",
2199,train_spider,formula_1,What are the different ids and stop durations of all the drivers whose stop lasted longer than the driver in the race with the id 841?,"SELECT DISTINCT driverid ,  STOP FROM pitstops WHERE duration  >  (SELECT min(duration) FROM pitstops WHERE raceid  =  841)","SELECT DISTINCT driverId, stop FROM pitStops WHERE TRY_CAST(duration AS INT) < (SELECT MAX(TRY_CAST(duration AS INT)) FROM pitStops WHERE raceId = 841);",
2200,train_spider,formula_1,List the forenames of all distinct drivers in alphabetical order?,SELECT DISTINCT forename FROM drivers ORDER BY forename ASC,,
2201,train_spider,formula_1,What are the first names of all the different drivers in alphabetical order?,SELECT DISTINCT forename FROM drivers ORDER BY forename ASC,,
2202,train_spider,formula_1,List the names of all distinct races in reversed  lexicographic order?,SELECT DISTINCT name FROM races ORDER BY name DESC,,
2203,train_spider,formula_1,What are the different names of all the races in reverse alphabetical order?,SELECT DISTINCT name FROM races ORDER BY name DESC,,
2204,train_spider,formula_1,What are the names of races held between 2009 and 2011?,SELECT name FROM races WHERE YEAR BETWEEN 2009 AND 2011,"SELECT name FROM races WHERE ""YEAR"" BETWEEN 2009 AND 2011;",
2205,train_spider,formula_1,What are the names of all races held between 2009 and 2011?,SELECT name FROM races WHERE YEAR BETWEEN 2009 AND 2011,"SELECT name FROM races WHERE ""YEAR"" BETWEEN 2009 AND 2011;",
2206,train_spider,formula_1,What are the names of races held after 12:00:00 or before 09:00:00?,SELECT name FROM races WHERE TIME > '12:00:00' OR TIME < '09:00:00',"SELECT name FROM races WHERE ""time"" > '12:00:00' OR ""time"" < '09:00:00';",
2207,train_spider,formula_1,What are the names of all races that occurred after 12:00:00 or before 09:00:00?,SELECT name FROM races WHERE TIME > '12:00:00' OR TIME < '09:00:00',"SELECT name FROM races WHERE ""time"" > '12:00:00' OR ""time"" < '09:00:00';",
2208,train_spider,formula_1,"What are the drivers' first, last names and id who had more than 8 pit stops or participated in more than 5 race results?","SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  8 UNION SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5","SELECT DISTINCT T1.forename, T1.surname, T1.driverId FROM drivers AS T1 JOIN ( SELECT driverId FROM pitStops GROUP BY driverId HAVING COUNT(*) > 8 UNION ALL SELECT driverId FROM results GROUP BY driverId HAVING COUNT(*) > 5 ) AS T2 ON T1.driverId = T2.driverId;",
2209,train_spider,formula_1,"What are the drivers' first names,last names, and ids for all those that had more than 8 stops or participated in more than 5 races?","SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  8 UNION SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5","SELECT DISTINCT T1.forename, T1.surname, T1.driverId FROM drivers AS T1 JOIN ( SELECT driverId FROM pitStops GROUP BY driverId HAVING COUNT(*) > 8 UNION ALL SELECT driverId FROM results GROUP BY driverId HAVING COUNT(*) > 5 ) AS T2 ON T1.driverId = T2.driverId;",
